sep=,
Measurement Mode:,Complete (Euler)
StartTime:,Sat, 12 Mar 2022 16:57:07 GMT
© Xsens Technologies B. V. 2005-2022

Timestamp,Address,Euler_x,Euler_y,Euler_z,FreeAcc_x,FreeAcc_y,FreeAcc_z
120006091982.799,d4:ca:6e:f1:77:09,-1.7040444612503052,-29.327302932739258,91.7354965209961,0.0036887461319565773,-0.02007235772907734,0.11557483673095703
120006098482.699,d4:ca:6e:f1:77:09,-1.7179325819015503,-29.311586380004883,91.74516296386719,-0.0032619480043649673,-0.0028752705547958612,0.10366058349609375
120006115153.03241,d4:ca:6e:f1:77:09,-1.7250735759735107,-29.302202224731445,91.75049591064453,0.015168818645179272,-0.007233102805912495,0.12923812866210938
120006123480.6,d4:ca:6e:f1:77:09,-1.7454431056976318,-29.30084228515625,91.76356506347656,0.013028346933424473,-0.006046919617801905,0.112945556640625
120006140150.93341,d4:ca:6e:f1:77:09,-1.7668383121490479,-29.297868728637695,91.77562713623047,0.00893291924148798,0.01131266076117754,0.09393787384033203
120006156821.26682,d4:ca:6e:f1:77:09,-1.7846184968948364,-29.301973342895508,91.78726959228516,-0.0023918121587485075,-0.02096652053296566,0.12447261810302734
120006173491.60022,d4:ca:6e:f1:77:09,-1.799740195274353,-29.300884246826172,91.79698181152344,-0.006409010384231806,-0.012348196469247341,0.12060832977294922
120006190161.93362,d4:ca:6e:f1:77:09,-1.8113807439804077,-29.302492141723633,91.80523681640625,-0.010174756869673729,-0.008185491897165775,0.1051950454711914
120006206832.26703,d4:ca:6e:f1:77:09,-1.8202507495880127,-29.301015853881836,91.81219482421875,-0.008221030235290527,-0.0026060494128614664,0.11794853210449219
120006223502.60043,d4:ca:6e:f1:77:09,-1.8284258842468262,-29.304323196411133,91.81907653808594,-0.017926298081874847,-0.021259993314743042,0.1282196044921875
120006240172.93384,d4:ca:6e:f1:77:09,-1.8346701860427856,-29.304845809936523,91.82539367675781,-0.017081307247281075,0.0024695945903658867,0.10728073120117188
120006256843.26724,d4:ca:6e:f1:77:09,-1.8427914381027222,-29.305801391601562,91.83149719238281,-0.0017412776360288262,-0.006942647509276867,0.1446399688720703
120006273513.60065,d4:ca:6e:f1:77:09,-1.8513705730438232,-29.311607360839844,91.83811950683594,-0.021459702402353287,-0.006168846040964127,0.11332321166992188
120006290183.93405,d4:ca:6e:f1:77:09,-1.8586843013763428,-29.31180191040039,91.84447479248047,-0.003043911186978221,0.004974727984517813,0.10476207733154297
120006306854.26746,d4:ca:6e:f1:77:09,-1.866654872894287,-29.316503524780273,91.85120391845703,0.011301709339022636,-0.025363020598888397,0.14281082153320312
120006323524.60086,d4:ca:6e:f1:77:09,-1.8766642808914185,-29.320775985717773,91.8599624633789,-0.014085115864872932,-0.008009810000658035,0.09624958038330078
120006340194.93427,d4:ca:6e:f1:77:09,-1.8834829330444336,-29.320343017578125,91.86625671386719,-0.030085068196058273,-0.018552469089627266,0.1215505599975586
120006356865.26767,d4:ca:6e:f1:77:09,-1.8919494152069092,-29.326114654541016,91.87359619140625,-0.03312763571739197,0.0007701138965785503,0.10817718505859375
120006373535.60107,d4:ca:6e:f1:77:09,-1.89894437789917,-29.328481674194336,91.8793716430664,-0.02726813405752182,-0.009458285756409168,0.10356712341308594
120006390205.93448,d4:ca:6e:f1:77:09,-1.9049758911132812,-29.330421447753906,91.88558959960938,-0.01733052358031273,-0.026834294199943542,0.12377738952636719
120006406876.26788,d4:ca:6e:f1:77:09,-1.9119282960891724,-29.335006713867188,91.89146423339844,-0.01739657297730446,-0.003939751069992781,0.10284900665283203
120006423066.299,d4:ca:6e:f1:77:09,-1.9191902875900269,-29.337404251098633,91.89777374267578,-0.006825414951890707,-0.005100341979414225,0.09484195709228516
120006439736.6324,d4:ca:6e:f1:77:09,-1.926584243774414,-29.340805053710938,91.90475463867188,-0.02787955291569233,-0.024696169421076775,0.12061500549316406
120006456406.9658,d4:ca:6e:f1:77:09,-1.9335919618606567,-29.347314834594727,91.9107437133789,-0.03821825608611107,-0.006880511064082384,0.08964824676513672
120006473077.29921,d4:ca:6e:f1:77:09,-1.9411336183547974,-29.345741271972656,91.91667938232422,-0.011120999231934547,-0.015385737642645836,0.11422443389892578
120006489747.63261,d4:ca:6e:f1:77:09,-1.9491724967956543,-29.350317001342773,91.92167663574219,-0.02680412121117115,-0.03236545994877815,0.13428497314453125
120006506417.96602,d4:ca:6e:f1:77:09,-1.9563931226730347,-29.353506088256836,91.92797088623047,-0.030585624277591705,-0.008684484288096428,0.10153961181640625
120006523088.29942,d4:ca:6e:f1:77:09,-1.9620134830474854,-29.354516983032227,91.93257141113281,-0.03664640337228775,-0.022101743146777153,0.11718368530273438
120006539758.63283,d4:ca:6e:f1:77:09,-1.9698530435562134,-29.358980178833008,91.93862915039062,-0.01430561114102602,-0.022196512669324875,0.1201772689819336
120006556428.96623,d4:ca:6e:f1:77:09,-1.9770996570587158,-29.36277961730957,91.94414520263672,-0.026714157313108444,-0.0012491021770983934,0.0968179702758789
120006573099.29964,d4:ca:6e:f1:77:09,-1.9833678007125854,-29.3642635345459,91.95001983642578,-0.01533879991620779,-0.020483843982219696,0.1217050552368164
120006589769.63304,d4:ca:6e:f1:77:09,-1.9913651943206787,-29.369266510009766,91.955810546875,-0.037268102169036865,-0.025656605139374733,0.11404228210449219
120006606439.96645,d4:ca:6e:f1:77:09,-1.9993025064468384,-29.372583389282227,91.96292114257812,-0.019893771037459373,-0.008121566846966743,0.10010051727294922
120006623110.29985,d4:ca:6e:f1:77:09,-2.0049290657043457,-29.374980926513672,91.96888732910156,-0.05021810904145241,-0.011546678841114044,0.11349678039550781
120006639780.63326,d4:ca:6e:f1:77:09,-2.011535882949829,-29.37812614440918,91.97596740722656,-0.04266448691487312,-0.009072279557585716,0.11379528045654297
120006656450.96666,d4:ca:6e:f1:77:09,-2.0194993019104004,-29.380964279174805,91.98157501220703,-0.03374766185879707,-0.026225222274661064,0.12161540985107422
120006673121.30006,d4:ca:6e:f1:77:09,-2.0263290405273438,-29.38405418395996,91.98637390136719,-0.03728386014699936,-0.023052120581269264,0.10698890686035156
120006689791.63347,d4:ca:6e:f1:77:09,-2.0341262817382812,-29.387285232543945,91.99105072021484,-0.04499438777565956,-0.0336977057158947,0.11247539520263672
120006706461.96687,d4:ca:6e:f1:77:09,-2.04118013381958,-29.392581939697266,91.99755096435547,-0.042826198041439056,-0.028120165690779686,0.12099552154541016
120006723132.30028,d4:ca:6e:f1:77:09,-2.047036647796631,-29.395126342773438,92.00189208984375,-0.0577588751912117,-0.02129407972097397,0.12027740478515625
120006739802.63368,d4:ca:6e:f1:77:09,-2.0541610717773438,-29.399702072143555,92.00592803955078,-0.054183006286621094,-0.028882566839456558,0.11431026458740234
