sep=,
Measurement Mode:,Complete (Euler)
StartTime:,Sat, 12 Mar 2022 16:27:01 GMT
© Xsens Technologies B. V. 2005-2022

Timestamp,Address,Euler_x,Euler_y,Euler_z,FreeAcc_x,FreeAcc_y,FreeAcc_z
118199508872.5334,d4:ca:6e:f1:72:6c,-1.510098934173584,-0.2063535898923874,153.2905731201172,-0.03988662734627724,-0.046103209257125854,-0.025049209594726562
118199516818.099,d4:ca:6e:f1:72:6c,-1.5097732543945312,-0.2052912563085556,153.30255126953125,-0.022069772705435753,-0.04411608353257179,-0.0033588409423828125
118199533488.4324,d4:ca:6e:f1:72:6c,-1.510333776473999,-0.20554190874099731,153.31271362304688,-0.021996336057782173,-0.04485156014561653,-0.0036220550537109375
118199550158.76581,d4:ca:6e:f1:72:6c,-1.5096187591552734,-0.20619358122348785,153.3231658935547,-0.027482856065034866,-0.028241869062185287,-0.019761085510253906
118199566829.09921,d4:ca:6e:f1:72:6c,-1.510270595550537,-0.20675259828567505,153.3341827392578,-0.01702188327908516,-0.035205237567424774,-0.008947372436523438
118199583499.43262,d4:ca:6e:f1:72:6c,-1.509772539138794,-0.20623353123664856,153.3431854248047,-0.012266520410776138,-0.029734257608652115,-0.015926361083984375
118199600169.76602,d4:ca:6e:f1:72:6c,-1.5105414390563965,-0.20687463879585266,153.3525848388672,-0.015799198299646378,-0.03144687041640282,0.0053653717041015625
118199616840.09943,d4:ca:6e:f1:72:6c,-1.5088797807693481,-0.2076297253370285,153.361328125,-0.02549385093152523,-0.052284445613622665,-0.016397476196289062
118199633510.43283,d4:ca:6e:f1:72:6c,-1.5086684226989746,-0.20919553935527802,153.370361328125,-0.021115882322192192,-0.03294941037893295,-0.006093025207519531
118199650180.76624,d4:ca:6e:f1:72:6c,-1.5084508657455444,-0.20828218758106232,153.379638671875,-0.01971696875989437,-0.06245001405477524,-0.009505271911621094
118199665536.599,d4:ca:6e:f1:72:6c,-1.5086297988891602,-0.20811845362186432,153.38943481445312,-0.00975683331489563,-0.04185748100280762,0.0018138885498046875
118199682206.9324,d4:ca:6e:f1:72:6c,-1.5078045129776,-0.20739267766475677,153.40000915527344,-0.02622491493821144,-0.04981332644820213,-0.01958751678466797
118199698877.26581,d4:ca:6e:f1:72:6c,-1.5079689025878906,-0.20721307396888733,153.40965270996094,-0.020798567682504654,-0.05130636319518089,-0.007319450378417969
118199715547.59921,d4:ca:6e:f1:72:6c,-1.507389783859253,-0.2064165472984314,153.41941833496094,-0.019531451165676117,-0.03939543291926384,0.0066242218017578125
118199732217.93262,d4:ca:6e:f1:72:6c,-1.5066384077072144,-0.20763707160949707,153.4300079345703,-0.016407065093517303,-0.037560369819402695,-0.016460418701171875
118199748888.26602,d4:ca:6e:f1:72:6c,-1.5059566497802734,-0.20776484906673431,153.44065856933594,-0.01924166828393936,-0.03680182993412018,-0.02056121826171875
118199765558.59943,d4:ca:6e:f1:72:6c,-1.5059362649917603,-0.20637200772762299,153.45147705078125,-0.038417473435401917,-0.05834782496094704,-0.006463050842285156
118199782228.93283,d4:ca:6e:f1:72:6c,-1.5039522647857666,-0.20588701963424683,153.4622039794922,-0.02811899222433567,-0.045897286385297775,-0.020282745361328125
118199798899.26624,d4:ca:6e:f1:72:6c,-1.5038444995880127,-0.20579937100410461,153.47352600097656,-0.02713245153427124,-0.044878777116537094,-0.02238178253173828
118199815569.59964,d4:ca:6e:f1:72:6c,-1.5034465789794922,-0.20502811670303345,153.484619140625,-0.0034822130110114813,-0.010122229345142841,-0.02366352081298828
118199832239.93304,d4:ca:6e:f1:72:6c,-1.5026030540466309,-0.20433461666107178,153.49508666992188,0.006598029285669327,-0.009632358327507973,-0.008348464965820312
118199848910.26645,d4:ca:6e:f1:72:6c,-1.5025514364242554,-0.2031105011701584,153.5053253173828,-0.005014801397919655,-0.01732216589152813,-0.017851829528808594
118199865580.59985,d4:ca:6e:f1:72:6c,-1.5030702352523804,-0.20301631093025208,153.5138702392578,-0.013678675517439842,-0.027810493484139442,-0.012000083923339844
118199882250.93326,d4:ca:6e:f1:72:6c,-1.5045799016952515,-0.20233310759067535,153.5225830078125,-0.028784019872546196,-0.03419975936412811,-0.016480445861816406
118199898921.26666,d4:ca:6e:f1:72:6c,-1.5036360025405884,-0.20234496891498566,153.53131103515625,-0.03438698872923851,-0.060092318803071976,0.00014972686767578125
118199915591.60007,d4:ca:6e:f1:72:6c,-1.5040283203125,-0.2002650648355484,153.53948974609375,-0.020122895017266273,-0.06682472676038742,-0.021096229553222656
118199932261.93347,d4:ca:6e:f1:72:6c,-1.504616141319275,-0.1995939165353775,153.5485382080078,-0.018081853166222572,-0.05611664429306984,-0.008428573608398438
118199948932.26688,d4:ca:6e:f1:72:6c,-1.5046734809875488,-0.20010261237621307,153.5587615966797,-0.022055424749851227,-0.04410175979137421,-0.011248588562011719
118199965602.60028,d4:ca:6e:f1:72:6c,-1.506047010421753,-0.2001940757036209,153.5675506591797,-0.029254931956529617,-0.03141630440950394,-0.010067939758300781
118199982272.93369,d4:ca:6e:f1:72:6c,-1.5062768459320068,-0.19948337972164154,153.57827758789062,-0.03490272909402847,-0.07391268014907837,-0.00362396240234375
118199998943.26709,d4:ca:6e:f1:72:6c,-1.505262851715088,-0.19938406348228455,153.59288024902344,-0.06356002390384674,-0.11806464195251465,0.015062332153320312
118200015613.6005,d4:ca:6e:f1:72:6c,-1.5053222179412842,-0.20063403248786926,153.60780334472656,-0.054035287350416183,-0.07596385478973389,-0.04143524169921875
118200032283.9339,d4:ca:6e:f1:72:6c,-1.5059559345245361,-0.20224599540233612,153.6225128173828,-0.007520254235714674,-0.026369068771600723,-0.01670074462890625
118200048954.2673,d4:ca:6e:f1:72:6c,-1.5065765380859375,-0.20163598656654358,153.6358184814453,0.007596548646688461,0.017294028773903847,-0.009011268615722656
118200065624.60071,d4:ca:6e:f1:72:6c,-1.507163166999817,-0.2022213190793991,153.64627075195312,0.0013185658026486635,0.0061346376314759254,-0.03629493713378906
118200082294.93411,d4:ca:6e:f1:72:6c,-1.5075985193252563,-0.20246873795986176,153.65711975097656,0.004506380762904882,-0.01346650067716837,-0.008733749389648438
118200098965.26752,d4:ca:6e:f1:72:6c,-1.5068638324737549,-0.20187130570411682,153.66729736328125,-0.032271239906549454,-0.029025627300143242,-0.007396697998046875
118200115619.199,d4:ca:6e:f1:72:6c,-1.5076141357421875,-0.2020781934261322,153.67672729492188,-0.02481478825211525,-0.028833264485001564,-0.012101173400878906
118200132289.53241,d4:ca:6e:f1:72:6c,-1.507114291191101,-0.20068688690662384,153.68788146972656,-0.01556452363729477,-0.05353834107518196,-0.007979393005371094
118200148959.86581,d4:ca:6e:f1:72:6c,-1.5077980756759644,-0.19952867925167084,153.6982421875,-0.026591842994093895,-0.06865668296813965,-0.015725135803222656
118200165630.19922,d4:ca:6e:f1:72:6c,-1.5084586143493652,-0.19879962503910065,153.71011352539062,-0.044829271733760834,-0.05676395073533058,-0.014249801635742188
118200182300.53262,d4:ca:6e:f1:72:6c,-1.50929856300354,-0.1978992372751236,153.72056579589844,-0.03298256918787956,-0.04596263915300369,0.00432586669921875
118200198970.86603,d4:ca:6e:f1:72:6c,-1.5087827444076538,-0.19851364195346832,153.73089599609375,-0.016059210523962975,-0.047744639217853546,-0.02159881591796875
118200215641.19943,d4:ca:6e:f1:72:6c,-1.5079615116119385,-0.1982015073299408,153.74229431152344,-0.010093887336552143,-0.03339332714676857,-0.01145172119140625
118200232311.53284,d4:ca:6e:f1:72:6c,-1.5073630809783936,-0.19798818230628967,153.7528533935547,-0.008226397447288036,-0.016602883115410805,-0.024682998657226562
118200248981.86624,d4:ca:6e:f1:72:6c,-1.5090296268463135,-0.19827990233898163,153.76376342773438,-0.015036435797810555,-0.02637244202196598,-0.012884140014648438
118200265652.19965,d4:ca:6e:f1:72:6c,-1.5082767009735107,-0.1975698173046112,153.77304077148438,-0.007772910874336958,-0.015124473720788956,-0.010926246643066406
118200282322.53305,d4:ca:6e:f1:72:6c,-1.5093514919281006,-0.19756770133972168,153.7830047607422,-0.008089286275207996,-0.028970517218112946,-0.025626182556152344
118200298992.86646,d4:ca:6e:f1:72:6c,-1.5113976001739502,-0.19677141308784485,153.7935791015625,-0.019430415704846382,-0.06001342460513115,-0.013806343078613281
118200315663.19986,d4:ca:6e:f1:72:6c,-1.5106393098831177,-0.19703201949596405,153.80404663085938,-0.03614998981356621,-0.05833498388528824,-0.026279449462890625
118200332333.53326,d4:ca:6e:f1:72:6c,-1.509490966796875,-0.19795098900794983,153.81558227539062,-0.03581950441002846,-0.06242731586098671,0.00919342041015625
118200349003.86667,d4:ca:6e:f1:72:6c,-1.5085678100585938,-0.1967267543077469,153.82618713378906,-0.028099754825234413,-0.04525524750351906,-0.03301429748535156
118200365674.20007,d4:ca:6e:f1:72:6c,-1.5086920261383057,-0.1960279643535614,153.8367156982422,-0.019729092717170715,-0.025895118713378906,0.0008020401000976562
118200382344.53348,d4:ca:6e:f1:72:6c,-1.5078599452972412,-0.1953807771205902,153.84703063964844,-0.01622074469923973,-0.011817839927971363,-0.010127067565917969
118200399014.86688,d4:ca:6e:f1:72:6c,-1.5096259117126465,-0.1948615312576294,153.85897827148438,-0.015599035657942295,-0.042111318558454514,0.0032300949096679688
118200415262.3,d4:ca:6e:f1:72:6c,-1.5082359313964844,-0.19499969482421875,153.86898803710938,-0.014752857387065887,-0.04441860690712929,-0.023047447204589844
118200431932.6334,d4:ca:6e:f1:72:6c,-1.5074841976165771,-0.19480782747268677,153.8807830810547,-0.03058195672929287,-0.04384519159793854,-0.014905929565429688
